ProductName,Qty,Unit_Price,SaleDate,CurrencyType,CustomerID,StoreID
Stevens Cap,,15.75,5/24/2025,usd,c26f8410-b37e-4d7c-b9c7-7c165529bdc4,STORE_A
Franklin Bag,3,10.5,4/7/2025,,422bd69c-04a6-44d4-a4c1-15742a394bb3,STORE_A
Cameron Fan,1,10.5,11/1/2024,OMR,5967e79d-9931-4ea9-8129-8c9aeae4c90d,STORE_A
Gilbert Pad,,30,11/18/2024,USD,0957271b-9145-4838-a842-c40eddb6a2f6,STORE_A
Page Pen,2,10.5,10/18/2024,,2ac529aa-c34d-4dcd-9f91-ba34671c0e28,STORE_A
Lloyd Mixer,3,30,12/13/2024,OMR,ce05d98c-c6f0-4f3c-b889-ec3ccb2da92f,STORE_A
Allen Brush,,30,1/22/2025,USD,174cb239-fa9b-49fc-88b8-052996b04e57,STORE_A
Dean Screw,2,20,5/25/2024,USD,829aa7f3-773d-4131-9290-9790588fda4f,STORE_A
Reid Strap,,10.5,1/5/2025,usd,57199f1f-09f2-42da-8cef-b6ce6a412e1f,STORE_A
Fisher Clip,2,15.75,3/5/2025,,9cfd6adc-0b2e-4d93-a372-e7c3a915f715,STORE_A
Spencer Frame,2,20,4/16/2025,USD,aec0747c-325f-4c00-a76e-b741e69bdf39,STORE_A
Morris Bottle,1,30,8/22/2024,USD,,STORE_A
Holland Nail,2,15.75,8/2/2024,Usd,22974c53-2595-473f-bbd2-9f309d5e742f,STORE_A
Potter Shield,2,30,6/24/2024,Usd,0ec24f4e-0f17-4c4c-8b16-7b53519d7ce2,STORE_A
Arnold Stick,1,10.5,5/12/2025,usd,,STORE_A
Wade Charger,1,15.75,7/16/2024,USD,43c38201-7183-4b79-88eb-2e3a33ffa4bc,STORE_A
Cross Rack,,10.5,10/27/2024,Usd,be21d8ae-74b7-4f63-8b25-e74567602397,STORE_A
Horton Cable,2,10.5,10/17/2024,OMR,a0274f4a-6e47-4dad-a15e-2640ad30c7c4,STORE_A
Barker Book,3,,9/15/2024,usd,4aad0387-5b47-43f0-9b19-12bd39f86c31,STORE_A
Moody Net,3,15.75,6/17/2024,Usd,a926290e-5de9-4203-896c-f30e41f371d9,STORE_A
Foster Hook,,15.75,11/2/2024,usd,ab09cd09-6822-4e5a-91a4-17570c8a00f8,STORE_A
Owens Tape,,10.5,12/7/2024,,c39e256b-4ba8-4790-91b2-a4089ae35ece,STORE_A
Hudson Lamp,2,15.75,6/22/2024,OMR,cd017c4d-3953-46d2-b894-f926a33b1c67,STORE_A
Gregory Helmet,2,10.5,3/24/2025,usd,14cd77f7-8505-47df-a916-b64aae66ebd2,STORE_A
Pierce Plate,,15.75,1/9/2025,USD,15c37dcb-1c11-4482-b1fc-da11997f0d63,STORE_A
Palmer Screen,3,,11/8/2024,USD,4ec70c3a-b353-4ea7-b437-bbdc3ee4cc6e,STORE_A
Line,1,30,10/20/2024,,ace52fd8-98ba-42a9-97d3-d659153095a0,STORE_A
Actually,3,20,2/21/2025,OMR,c0f70ed4-bd8e-4a8f-a2bf-9b134012f5b9,STORE_A
Case,1,30,8/22/2024,Usd,b0552606-1fe5-420f-abf0-a86289c250ba,STORE_A
Black,,30,12/24/2024,Usd,6da0ca26-e56e-41e1-89b0-004aa6d74b3e,STORE_A
On,1,20,9/6/2024,,045081fa-0df3-4904-820b-067b4176fb85,STORE_A
Soon,2,,7/4/2024,,a6b5132d-2026-4400-83d9-a64ed546bd51,STORE_A
Skill,2,15.75,9/6/2024,Usd,d3415bba-ac14-4a61-904f-f5542552ee4e,STORE_A
